window,trial,session,subject,con,group,cohort,rater
CS4,3,E14,f,0,NORET,summer15,SL
CS4,4,E14,f,0,NORET,summer15,SL
CS4,5,E14,f,0,NORET,summer15,SL
CS4,6,E14,f,0,NORET,summer15,SL
CS4,7,E14,f,0,NORET,summer15,SL
CS4,8,E14,f,0,NORET,summer15,SL
CS4,9,E14,f,0,NORET,summer15,SL
CS4,10,E14,f,0,NORET,summer15,SL
CS4,11,E14,f,0,NORET,summer15,SL
CS4,12,E14,f,0,NORET,summer15,SL
CS3,1,E14,g,3,RET,summer15,SL
CS3,2,E14,g,3,RET,summer15,SL
CS3,3,E14,g,0,RET,summer15,SL
CS3,4,E14,g,0,RET,summer15,SL
CS3,5,E14,g,0,RET,summer15,SL
CS3,6,E14,g,0,RET,summer15,SL
CS3,7,E14,g,0,RET,summer15,SL
CS3,8,E14,g,0,RET,summer15,SL
CS3,9,E14,g,0,RET,summer15,SL
CS3,10,E14,g,3,RET,summer15,SL
CS3,11,E14,g,2,RET,summer15,SL
CS3,12,E14,g,0,RET,summer15,SL
CS4,1,E14,g,0,RET,summer15,SL
CS4,2,E14,g,4,RET,summer15,SL
CS4,3,E14,g,0,RET,summer15,SL
CS4,4,E14,g,0,RET,summer15,SL
CS4,5,E14,g,0,RET,summer15,SL
CS4,6,E14,g,2,RET,summer15,SL
CS4,7,E14,g,0,RET,summer15,SL
CS4,8,E14,g,0,RET,summer15,SL
CS4,9,E14,g,0,RET,summer15,SL
CS4,10,E14,g,4,RET,summer15,SL
CS4,11,E14,g,0,RET,summer15,SL
CS4,12,E14,g,0,RET,summer15,SL
CS3,1,E14,h,2,RET,summer15,SL
CS3,2,E14,h,2,RET,summer15,SL
CS3,3,E14,h,0,RET,summer15,SL
CS3,4,E14,h,0,RET,summer15,SL
CS3,5,E14,h,0,RET,summer15,SL
CS3,6,E14,h,0,RET,summer15,SL
CS3,7,E14,h,0,RET,summer15,SL
CS3,8,E14,h,0,RET,summer15,SL
CS3,9,E14,h,0,RET,summer15,SL
CS3,10,E14,h,0,RET,summer15,SL
CS3,11,E14,h,0,RET,summer15,SL
CS3,12,E14,h,0,RET,summer15,SL
CS4,1,E14,h,0,RET,summer15,SL
CS4,2,E14,h,0,RET,summer15,SL
CS4,3,E14,h,0,RET,summer15,SL
CS4,4,E14,h,0,RET,summer15,SL
CS4,5,E14,h,0,RET,summer15,SL
CS4,6,E14,h,0,RET,summer15,SL
CS4,7,E14,h,0,RET,summer15,SL
CS4,8,E14,h,0,RET,summer15,SL
CS4,9,E14,h,0,RET,summer15,SL
CS4,10,E14,h,0,RET,summer15,SL
CS4,11,E14,h,0,RET,summer15,SL
CS4,12,E14,h,0,RET,summer15,SL
CS3,1,E14,i,0,RET,summer15,SL
CS3,2,E14,i,0,RET,summer15,SL
CS3,3,E14,i,0,RET,summer15,SL
CS3,4,E14,i,0,RET,summer15,SL
CS3,5,E14,i,0,RET,summer15,SL
CS3,6,E14,i,0,RET,summer15,SL
CS3,7,E14,i,0,RET,summer15,SL
CS3,8,E14,i,0,RET,summer15,SL
CS3,9,E14,i,0,RET,summer15,SL
CS3,10,E14,i,0,RET,summer15,SL
CS3,11,E14,i,0,RET,summer15,SL
CS3,12,E14,i,0,RET,summer15,SL
CS4,1,E14,i,0,RET,summer15,SL
CS4,2,E14,i,0,RET,summer15,SL
CS4,3,E14,i,0,RET,summer15,SL
CS4,4,E14,i,0,RET,summer15,SL
CS4,5,E14,i,0,RET,summer15,SL
CS4,6,E14,i,0,RET,summer15,SL
CS4,7,E14,i,0,RET,summer15,SL
CS4,8,E14,i,0,RET,summer15,SL
CS4,9,E14,i,0,RET,summer15,SL
CS4,10,E14,i,0,RET,summer15,SL
CS4,11,E14,i,0,RET,summer15,SL
CS4,12,E14,i,0,RET,summer15,SL
CS3,1,E14,j,0,NORET,summer15,SL
CS3,2,E14,j,0,NORET,summer15,SL
CS3,3,E14,j,0,NORET,summer15,SL
CS3,4,E14,j,0,NORET,summer15,SL
CS3,5,E14,j,0,NORET,summer15,SL
CS3,6,E14,j,0,NORET,summer15,SL
CS3,7,E14,j,0,NORET,summer15,SL
CS3,8,E14,j,0,NORET,summer15,SL
CS3,9,E14,j,0,NORET,summer15,SL
CS3,10,E14,j,0,NORET,summer15,SL
CS3,11,E14,j,0,NORET,summer15,SL
CS3,12,E14,j,0,NORET,summer15,SL
CS4,1,E14,j,0,NORET,summer15,SL
CS4,2,E14,j,0,NORET,summer15,SL
CS4,3,E14,j,0,NORET,summer15,SL
CS4,4,E14,j,0,NORET,summer15,SL
CS4,5,E14,j,0,NORET,summer15,SL
CS4,6,E14,j,0,NORET,summer15,SL
CS4,7,E14,j,0,NORET,summer15,SL
CS4,8,E14,j,0,NORET,summer15,SL
CS4,9,E14,j,0,NORET,summer15,SL
CS4,10,E14,j,0,NORET,summer15,SL
CS4,11,E14,j,0,NORET,summer15,SL
CS4,12,E14,j,0,NORET,summer15,SL
CS3,1,E14,l,0,RET,summer15,KT
CS3,2,E14,l,2,RET,summer15,KT
CS3,3,E14,l,0,RET,summer15,KT
CS3,4,E14,l,0,RET,summer15,KT
CS3,5,E14,l,0,RET,summer15,KT
CS3,6,E14,l,0,RET,summer15,KT
CS3,7,E14,l,0,RET,summer15,KT
CS3,8,E14,l,0,RET,summer15,KT
CS3,9,E14,l,0,RET,summer15,KT
CS3,10,E14,l,0,RET,summer15,KT
CS3,11,E14,l,0,RET,summer15,KT
CS3,12,E14,l,0,RET,summer15,KT
CS4,1,E14,l,0,RET,summer15,KT
CS4,2,E14,l,4,RET,summer15,KT
CS4,3,E14,l,0,RET,summer15,KT
CS4,4,E14,l,0,RET,summer15,KT
CS4,5,E14,l,0,RET,summer15,KT
CS4,6,E14,l,0,RET,summer15,KT
CS4,7,E14,l,0,RET,summer15,KT
CS4,8,E14,l,0,RET,summer15,KT
CS4,9,E14,l,0,RET,summer15,KT
CS4,10,E14,l,0,RET,summer15,KT
CS4,11,E14,l,0,RET,summer15,KT
CS4,12,E14,l,0,RET,summer15,KT
CS3,1,E14,m,0,RET,summer15,KT
CS3,2,E14,m,0,RET,summer15,KT
CS3,3,E14,m,0,RET,summer15,KT
CS3,4,E14,m,0,RET,summer15,KT
CS3,5,E14,m,0,RET,summer15,KT
CS3,6,E14,m,0,RET,summer15,KT
CS3,7,E14,m,1,RET,summer15,KT
CS3,8,E14,m,0,RET,summer15,KT
CS3,9,E14,m,0,RET,summer15,KT
CS3,10,E14,m,0,RET,summer15,KT
CS3,11,E14,m,0,RET,summer15,KT
CS3,12,E14,m,0,RET,summer15,KT
CS4,1,E14,m,0,RET,summer15,KT
CS4,2,E14,m,0,RET,summer15,KT
CS4,3,E14,m,2,RET,summer15,KT
CS4,4,E14,m,0,RET,summer15,KT
CS4,5,E14,m,0,RET,summer15,KT
CS4,6,E14,m,0,RET,summer15,KT
CS4,7,E14,m,0,RET,summer15,KT
CS4,8,E14,m,0,RET,summer15,KT
CS4,9,E14,m,0,RET,summer15,KT
CS4,10,E14,m,0,RET,summer15,KT
CS4,11,E14,m,0,RET,summer15,KT
CS4,12,E14,m,0,RET,summer15,KT
CS3,1,E14,n,2,NORET,summer15,KT
CS3,2,E14,n,0,NORET,summer15,KT
CS3,3,E14,n,0,NORET,summer15,KT
CS3,4,E14,n,0,NORET,summer15,KT
CS3,5,E14,n,0,NORET,summer15,KT
CS3,6,E14,n,0,NORET,summer15,KT
CS3,7,E14,n,0,NORET,summer15,KT
CS3,8,E14,n,0,NORET,summer15,KT
CS3,9,E14,n,0,NORET,summer15,KT
CS3,10,E14,n,0,NORET,summer15,KT
CS3,11,E14,n,0,NORET,summer15,KT
CS3,12,E14,n,0,NORET,summer15,KT
CS4,1,E14,n,4,NORET,summer15,KT
CS4,2,E14,n,0,NORET,summer15,KT
CS4,3,E14,n,0,NORET,summer15,KT
CS4,4,E14,n,0,NORET,summer15,KT
CS4,5,E14,n,0,NORET,summer15,KT
CS4,6,E14,n,0,NORET,summer15,KT
CS4,7,E14,n,0,NORET,summer15,KT
CS4,8,E14,n,0,NORET,summer15,KT
CS4,9,E14,n,0,NORET,summer15,KT
CS4,10,E14,n,0,NORET,summer15,KT
CS4,11,E14,n,0,NORET,summer15,KT
CS4,12,E14,n,2,NORET,summer15,KT
CS3,1,E14,p,1,NORET,summer15,KT
CS3,2,E14,p,0,NORET,summer15,KT
CS3,3,E14,p,0,NORET,summer15,KT
CS3,4,E14,p,0,NORET,summer15,KT
CS3,5,E14,p,0,NORET,summer15,KT
CS3,6,E14,p,0,NORET,summer15,KT
CS3,7,E14,p,0,NORET,summer15,KT
CS3,8,E14,p,0,NORET,summer15,KT
CS3,9,E14,p,0,NORET,summer15,KT
CS3,10,E14,p,0,NORET,summer15,KT
CS3,11,E14,p,0,NORET,summer15,KT
CS3,12,E14,p,1,NORET,summer15,KT
CS4,1,E14,p,2,NORET,summer15,KT
CS4,2,E14,p,0,NORET,summer15,KT
CS4,3,E14,p,0,NORET,summer15,KT
CS4,4,E14,p,0,NORET,summer15,KT
CS4,5,E14,p,0,NORET,summer15,KT
CS4,6,E14,p,0,NORET,summer15,KT
CS4,7,E14,p,0,NORET,summer15,KT
CS4,8,E14,p,0,NORET,summer15,KT
CS4,9,E14,p,0,NORET,summer15,KT
CS4,10,E14,p,2,NORET,summer15,KT
CS4,11,E14,p,0,NORET,summer15,KT
CS4,12,E14,p,3,NORET,summer15,KT
CS3,1,E14,aa,4,NORET,winter15,KT
CS3,2,E14,aa,0,NORET,winter15,KT
CS3,3,E14,aa,0,NORET,winter15,KT
CS3,4,E14,aa,0,NORET,winter15,KT
CS3,5,E14,aa,0,NORET,winter15,KT
CS3,6,E14,aa,0,NORET,winter15,KT
CS3,7,E14,aa,0,NORET,winter15,KT
CS3,8,E14,aa,0,NORET,winter15,KT
CS3,9,E14,aa,0,NORET,winter15,KT
CS3,10,E14,aa,0,NORET,winter15,KT
CS3,11,E14,aa,0,NORET,winter15,KT
CS3,12,E14,aa,0,NORET,winter15,KT
CS4,1,E14,aa,0,NORET,winter15,KT
CS4,2,E14,aa,0,NORET,winter15,KT
CS4,3,E14,aa,0,NORET,winter15,KT
CS4,4,E14,aa,0,NORET,winter15,KT
CS4,5,E14,aa,0,NORET,winter15,KT
CS4,6,E14,aa,0,NORET,winter15,KT
CS4,7,E14,aa,0,NORET,winter15,KT
CS4,8,E14,aa,0,NORET,winter15,KT
CS4,9,E14,aa,0,NORET,winter15,KT
CS4,10,E14,aa,0,NORET,winter15,KT
CS4,11,E14,aa,0,NORET,winter15,KT
CS4,12,E14,aa,0,NORET,winter15,KT
CS3,1,E14,ab,0,NORET,winter15,KT
CS3,2,E14,ab,0,NORET,winter15,KT
CS3,3,E14,ab,0,NORET,winter15,KT
CS3,4,E14,ab,0,NORET,winter15,KT
CS3,5,E14,ab,0,NORET,winter15,KT
CS3,6,E14,ab,0,NORET,winter15,KT
CS3,7,E14,ab,0,NORET,winter15,KT
CS3,8,E14,ab,0,NORET,winter15,KT
CS3,9,E14,ab,0,NORET,winter15,KT
CS3,10,E14,ab,0,NORET,winter15,KT
CS3,11,E14,ab,0,NORET,winter15,KT
CS3,12,E14,ab,0,NORET,winter15,KT
CS4,1,E14,ab,4,NORET,winter15,KT
CS4,2,E14,ab,0,NORET,winter15,KT
CS4,3,E14,ab,0,NORET,winter15,KT
CS4,4,E14,ab,0,NORET,winter15,KT
CS4,5,E14,ab,0,NORET,winter15,KT
CS4,6,E14,ab,0,NORET,winter15,KT
CS4,7,E14,ab,0,NORET,winter15,KT
CS4,8,E14,ab,0,NORET,winter15,KT
CS4,9,E14,ab,0,NORET,winter15,KT
CS4,10,E14,ab,0,NORET,winter15,KT
CS4,11,E14,ab,0,NORET,winter15,KT
CS4,12,E14,ab,0,NORET,winter15,KT
CS3,1,E14,ac,3,NORET,winter15,KT
CS3,2,E14,ac,0,NORET,winter15,KT
CS3,3,E14,ac,0,NORET,winter15,KT
CS3,4,E14,ac,0,NORET,winter15,KT
CS3,5,E14,ac,0,NORET,winter15,KT
CS3,6,E14,ac,0,NORET,winter15,KT
CS3,7,E14,ac,0,NORET,winter15,KT
CS3,8,E14,ac,0,NORET,winter15,KT
CS3,9,E14,ac,0,NORET,winter15,KT
CS3,10,E14,ac,0,NORET,winter15,KT
CS3,11,E14,ac,0,NORET,winter15,KT
CS3,12,E14,ac,0,NORET,winter15,KT
CS4,1,E14,ac,4,NORET,winter15,KT
CS4,2,E14,ac,0,NORET,winter15,KT
CS4,3,E14,ac,0,NORET,winter15,KT
CS4,4,E14,ac,0,NORET,winter15,KT
CS4,5,E14,ac,0,NORET,winter15,KT
CS4,6,E14,ac,0,NORET,winter15,KT
CS4,7,E14,ac,0,NORET,winter15,KT
CS4,8,E14,ac,0,NORET,winter15,KT
CS4,9,E14,ac,0,NORET,winter15,KT
CS4,10,E14,ac,0,NORET,winter15,KT
CS4,11,E14,ac,0,NORET,winter15,KT
CS4,12,E14,ac,0,NORET,winter15,KT
CS3,1,E14,ad,1,RET,winter15,KT
CS3,2,E14,ad,1,RET,winter15,KT
CS3,3,E14,ad,0,RET,winter15,KT
CS3,4,E14,ad,0,RET,winter15,KT
CS3,5,E14,ad,0,RET,winter15,KT
CS3,6,E14,ad,0,RET,winter15,KT
CS3,7,E14,ad,0,RET,winter15,KT
CS3,8,E14,ad,0,RET,winter15,KT
CS3,9,E14,ad,0,RET,winter15,KT
CS3,10,E14,ad,0,RET,winter15,KT
CS3,11,E14,ad,0,RET,winter15,KT
CS3,12,E14,ad,0,RET,winter15,KT
CS4,1,E14,ad,1,RET,winter15,KT
CS4,2,E14,ad,0,RET,winter15,KT
CS4,3,E14,ad,0,RET,winter15,KT
CS4,4,E14,ad,0,RET,winter15,KT
CS4,5,E14,ad,0,RET,winter15,KT
CS4,6,E14,ad,0,RET,winter15,KT
CS4,7,E14,ad,0,RET,winter15,KT
CS4,8,E14,ad,0,RET,winter15,KT
CS4,9,E14,ad,0,RET,winter15,KT
CS4,10,E14,ad,0,RET,winter15,KT
CS4,11,E14,ad,0,RET,winter15,KT
CS4,12,E14,ad,0,RET,winter15,KT
CS3,1,E14,ae,0,NORET,winter15,KT
CS3,2,E14,ae,0,NORET,winter15,KT
CS3,3,E14,ae,0,NORET,winter15,KT
CS3,4,E14,ae,0,NORET,winter15,KT
CS3,5,E14,ae,0,NORET,winter15,KT
CS3,6,E14,ae,0,NORET,winter15,KT
CS3,7,E14,ae,0,NORET,winter15,KT
CS3,8,E14,ae,0,NORET,winter15,KT
CS3,9,E14,ae,0,NORET,winter15,KT
CS3,10,E14,ae,0,NORET,winter15,KT
CS3,11,E14,ae,0,NORET,winter15,KT
CS3,12,E14,ae,0,NORET,winter15,KT
CS4,1,E14,ae,1,NORET,winter15,KT
CS4,2,E14,ae,0,NORET,winter15,KT
CS4,3,E14,ae,0,NORET,winter15,KT
CS4,4,E14,ae,0,NORET,winter15,KT
CS4,5,E14,ae,0,NORET,winter15,KT
CS4,6,E14,ae,0,NORET,winter15,KT
CS4,7,E14,ae,0,NORET,winter15,KT
CS4,8,E14,ae,0,NORET,winter15,KT
CS4,9,E14,ae,0,NORET,winter15,KT
CS4,10,E14,ae,0,NORET,winter15,KT
CS4,11,E14,ae,0,NORET,winter15,KT
CS4,12,E14,ae,0,NORET,winter15,KT
CS3,1,E14,af,0,RET,winter15,KT
CS3,2,E14,af,0,RET,winter15,KT
CS3,3,E14,af,0,RET,winter15,KT
CS3,4,E14,af,0,RET,winter15,KT
CS3,5,E14,af,0,RET,winter15,KT
CS3,6,E14,af,0,RET,winter15,KT
CS3,7,E14,af,0,RET,winter15,KT
CS3,8,E14,af,0,RET,winter15,KT
CS3,9,E14,af,0,RET,winter15,KT
CS3,10,E14,af,0,RET,winter15,KT
CS3,11,E14,af,0,RET,winter15,KT
CS3,12,E14,af,0,RET,winter15,KT
CS4,1,E14,af,0,RET,winter15,KT
CS4,2,E14,af,0,RET,winter15,KT
CS4,3,E14,af,0,RET,winter15,KT
CS4,4,E14,af,1,RET,winter15,KT
CS4,5,E14,af,0,RET,winter15,KT
CS4,6,E14,af,0,RET,winter15,KT
CS4,7,E14,af,0,RET,winter15,KT
CS4,8,E14,af,0,RET,winter15,KT
CS4,9,E14,af,0,RET,winter15,KT
CS4,10,E14,af,0,RET,winter15,KT
CS4,11,E14,af,0,RET,winter15,KT
CS4,12,E14,af,0,RET,winter15,KT
CS3,1,E14,q,0,RET,winter15,KT
CS3,2,E14,q,0,RET,winter15,KT
CS3,3,E14,q,0,RET,winter15,KT
CS3,4,E14,q,0,RET,winter15,KT
CS3,5,E14,q,0,RET,winter15,KT
CS3,6,E14,q,0,RET,winter15,KT
CS3,7,E14,q,0,RET,winter15,KT
CS3,8,E14,q,0,RET,winter15,KT
CS3,9,E14,q,0,RET,winter15,KT
CS3,10,E14,q,0,RET,winter15,KT
CS3,11,E14,q,0,RET,winter15,KT
CS3,12,E14,q,0,RET,winter15,KT
CS4,1,E14,q,1,RET,winter15,KT
CS4,2,E14,q,0,RET,winter15,KT
CS4,3,E14,q,0,RET,winter15,KT
CS4,4,E14,q,0,RET,winter15,KT
CS4,5,E14,q,0,RET,winter15,KT
CS4,6,E14,q,0,RET,winter15,KT
CS4,7,E14,q,0,RET,winter15,KT
CS4,8,E14,q,0,RET,winter15,KT
CS4,9,E14,q,0,RET,winter15,KT
CS4,10,E14,q,0,RET,winter15,KT
CS4,11,E14,q,0,RET,winter15,KT
CS4,12,E14,q,0,RET,winter15,KT
CS3,1,E14,s,1,NORET,winter15,KT
CS3,2,E14,s,0,NORET,winter15,KT
CS3,3,E14,s,0,NORET,winter15,KT
CS3,4,E14,s,0,NORET,winter15,KT
CS3,5,E14,s,0,NORET,winter15,KT
CS3,6,E14,s,2,NORET,winter15,KT
CS3,7,E14,s,0,NORET,winter15,KT
CS3,8,E14,s,0,NORET,winter15,KT
CS3,9,E14,s,0,NORET,winter15,KT
CS3,10,E14,s,0,NORET,winter15,KT
CS3,11,E14,s,0,NORET,winter15,KT
CS3,12,E14,s,0,NORET,winter15,KT
CS4,1,E14,s,0,NORET,winter15,KT
CS4,2,E14,s,0,NORET,winter15,KT
CS4,3,E14,s,1,NORET,winter15,KT
CS4,4,E14,s,0,NORET,winter15,KT
CS4,5,E14,s,0,NORET,winter15,KT
CS4,6,E14,s,3,NORET,winter15,KT
CS4,7,E14,s,0,NORET,winter15,KT
CS4,8,E14,s,0,NORET,winter15,KT
CS4,9,E14,s,0,NORET,winter15,KT
CS4,10,E14,s,0,NORET,winter15,KT
CS4,11,E14,s,0,NORET,winter15,KT
CS4,12,E14,s,0,NORET,winter15,KT
CS3,1,E14,t,1,NORET,winter15,KT
CS3,2,E14,t,0,NORET,winter15,KT
CS3,3,E14,t,0,NORET,winter15,KT
CS3,4,E14,t,0,NORET,winter15,KT
CS3,5,E14,t,0,NORET,winter15,KT
CS3,6,E14,t,0,NORET,winter15,KT
CS3,7,E14,t,0,NORET,winter15,KT
CS3,8,E14,t,0,NORET,winter15,KT
CS3,9,E14,t,0,NORET,winter15,KT
CS3,10,E14,t,0,NORET,winter15,KT
CS3,11,E14,t,0,NORET,winter15,KT
CS3,12,E14,t,0,NORET,winter15,KT
CS4,1,E14,t,2,NORET,winter15,KT
CS4,2,E14,t,0,NORET,winter15,KT
CS4,3,E14,t,0,NORET,winter15,KT
CS4,4,E14,t,0,NORET,winter15,KT
CS4,5,E14,t,0,NORET,winter15,KT
CS4,6,E14,t,0,NORET,winter15,KT
CS4,7,E14,t,0,NORET,winter15,KT
CS4,8,E14,t,0,NORET,winter15,KT
CS4,9,E14,t,0,NORET,winter15,KT
CS4,10,E14,t,0,NORET,winter15,KT
CS4,11,E14,t,0,NORET,winter15,KT
CS4,12,E14,t,0,NORET,winter15,KT
CS3,1,E14,u,3,RET,winter15,KT
CS3,2,E14,u,0,RET,winter15,KT
CS3,3,E14,u,0,RET,winter15,KT
CS3,4,E14,u,1,RET,winter15,KT
CS3,5,E14,u,0,RET,winter15,KT
CS3,6,E14,u,0,RET,winter15,KT
CS3,7,E14,u,0,RET,winter15,KT
CS3,8,E14,u,0,RET,winter15,KT
CS3,9,E14,u,0,RET,winter15,KT
CS3,10,E14,u,0,RET,winter15,KT
CS3,11,E14,u,0,RET,winter15,KT
CS3,12,E14,u,0,RET,winter15,KT
CS4,1,E14,u,1,RET,winter15,KT
CS4,2,E14,u,1,RET,winter15,KT
CS4,3,E14,u,1,RET,winter15,KT
CS4,4,E14,u,0,RET,winter15,KT
CS4,5,E14,u,0,RET,winter15,KT
CS4,6,E14,u,0,RET,winter15,KT
CS4,7,E14,u,0,RET,winter15,KT
CS4,8,E14,u,0,RET,winter15,KT
CS4,9,E14,u,0,RET,winter15,KT
CS4,10,E14,u,0,RET,winter15,KT
CS4,11,E14,u,0,RET,winter15,KT
CS4,12,E14,u,0,RET,winter15,KT
CS3,1,E14,v,0,RET,winter15,KT
CS3,2,E14,v,3,RET,winter15,KT
CS3,3,E14,v,0,RET,winter15,KT
CS3,4,E14,v,0,RET,winter15,KT
CS3,5,E14,v,0,RET,winter15,KT
CS3,6,E14,v,0,RET,winter15,KT
CS3,7,E14,v,0,RET,winter15,KT
CS3,8,E14,v,0,RET,winter15,KT
CS3,9,E14,v,0,RET,winter15,KT
CS3,10,E14,v,0,RET,winter15,KT
CS3,11,E14,v,0,RET,winter15,KT
CS3,12,E14,v,0,RET,winter15,KT
CS4,1,E14,v,0,RET,winter15,KT
CS4,2,E14,v,0,RET,winter15,KT
CS4,3,E14,v,0,RET,winter15,KT
CS4,4,E14,v,0,RET,winter15,KT
CS4,5,E14,v,0,RET,winter15,KT
CS4,6,E14,v,0,RET,winter15,KT
CS4,7,E14,v,0,RET,winter15,KT
CS4,8,E14,v,0,RET,winter15,KT
CS4,9,E14,v,0,RET,winter15,KT
CS4,10,E14,v,0,RET,winter15,KT
CS4,11,E14,v,0,RET,winter15,KT
CS4,12,E14,v,0,RET,winter15,KT
CS3,1,E14,w,1,NORET,winter15,KT
CS3,2,E14,w,2,NORET,winter15,KT
CS3,3,E14,w,0,NORET,winter15,KT
CS3,4,E14,w,0,NORET,winter15,KT
CS3,5,E14,w,0,NORET,winter15,KT
CS3,6,E14,w,0,NORET,winter15,KT
CS3,7,E14,w,0,NORET,winter15,KT
CS3,8,E14,w,0,NORET,winter15,KT
CS3,9,E14,w,0,NORET,winter15,KT
CS3,10,E14,w,0,NORET,winter15,KT
CS3,11,E14,w,1,NORET,winter15,KT
CS3,12,E14,w,0,NORET,winter15,KT
CS4,1,E14,w,0,NORET,winter15,KT
CS4,2,E14,w,0,NORET,winter15,KT
CS4,3,E14,w,0,NORET,winter15,KT
CS4,4,E14,w,0,NORET,winter15,KT
CS4,5,E14,w,0,NORET,winter15,KT
CS4,6,E14,w,0,NORET,winter15,KT
CS4,7,E14,w,0,NORET,winter15,KT
CS4,8,E14,w,0,NORET,winter15,KT
CS4,9,E14,w,0,NORET,winter15,KT
CS4,10,E14,w,0,NORET,winter15,KT
CS4,11,E14,w,0,NORET,winter15,KT
CS4,12,E14,w,0,NORET,winter15,KT
CS3,1,E14,z,0,RET,winter15,KT
CS3,2,E14,z,0,RET,winter15,KT
CS3,3,E14,z,0,RET,winter15,KT
CS3,4,E14,z,0,RET,winter15,KT
CS3,5,E14,z,0,RET,winter15,KT
CS3,6,E14,z,0,RET,winter15,KT
CS3,7,E14,z,0,RET,winter15,KT
CS3,8,E14,z,0,RET,winter15,KT
CS3,9,E14,z,0,RET,winter15,KT
CS3,10,E14,z,0,RET,winter15,KT
CS3,11,E14,z,0,RET,winter15,KT
CS3,12,E14,z,0,RET,winter15,KT
CS4,1,E14,z,0,RET,winter15,KT
CS4,2,E14,z,0,RET,winter15,KT
CS4,3,E14,z,0,RET,winter15,KT
CS4,4,E14,z,0,RET,winter15,KT
CS4,5,E14,z,0,RET,winter15,KT
CS4,6,E14,z,0,RET,winter15,KT
CS4,7,E14,z,0,RET,winter15,KT
CS4,8,E14,z,0,RET,winter15,KT
CS4,9,E14,z,0,RET,winter15,KT
CS4,10,E14,z,0,RET,winter15,KT
CS4,11,E14,z,0,RET,winter15,KT
CS4,12,E14,z,0,RET,winter15,KT
