window,trial,session,subject,app,cohort,group,rater
CS2,5,T2,h,0,summer15,RET,SL
CS2,6,T2,h,0,summer15,RET,SL
CS2,7,T2,h,0,summer15,RET,SL
CS2,8,T2,h,0,summer15,RET,SL
preCS,1,T3,h,0,summer15,RET,SL
preCS,2,T3,h,0,summer15,RET,SL
preCS,3,T3,h,0,summer15,RET,SL
preCS,4,T3,h,0,summer15,RET,SL
preCS,5,T3,h,1,summer15,RET,SL
preCS,6,T3,h,0,summer15,RET,SL
preCS,7,T3,h,1,summer15,RET,SL
preCS,8,T3,h,0,summer15,RET,SL
CS1,1,T3,h,0,summer15,RET,SL
CS1,2,T3,h,0,summer15,RET,SL
CS1,3,T3,h,0,summer15,RET,SL
CS1,4,T3,h,1,summer15,RET,SL
CS1,5,T3,h,4,summer15,RET,SL
CS1,6,T3,h,0,summer15,RET,SL
CS1,7,T3,h,2,summer15,RET,SL
CS1,8,T3,h,0,summer15,RET,SL
CS2,1,T3,h,0,summer15,RET,SL
CS2,2,T3,h,1,summer15,RET,SL
CS2,3,T3,h,0,summer15,RET,SL
CS2,4,T3,h,1,summer15,RET,SL
CS2,5,T3,h,3,summer15,RET,SL
CS2,6,T3,h,0,summer15,RET,SL
CS2,7,T3,h,3,summer15,RET,SL
CS2,8,T3,h,0,summer15,RET,SL
preCS,1,T4,h,0,summer15,RET,SL
preCS,2,T4,h,0,summer15,RET,SL
preCS,3,T4,h,1,summer15,RET,SL
preCS,4,T4,h,0,summer15,RET,SL
preCS,5,T4,h,0,summer15,RET,SL
preCS,6,T4,h,0,summer15,RET,SL
preCS,7,T4,h,0,summer15,RET,SL
preCS,8,T4,h,0,summer15,RET,SL
CS1,1,T4,h,0,summer15,RET,SL
CS1,2,T4,h,0,summer15,RET,SL
CS1,3,T4,h,0,summer15,RET,SL
CS1,4,T4,h,0,summer15,RET,SL
CS1,5,T4,h,0,summer15,RET,SL
CS1,6,T4,h,0,summer15,RET,SL
CS1,7,T4,h,0,summer15,RET,SL
CS1,8,T4,h,0,summer15,RET,SL
CS2,1,T4,h,1,summer15,RET,SL
CS2,2,T4,h,0,summer15,RET,SL
CS2,3,T4,h,0,summer15,RET,SL
CS2,4,T4,h,0,summer15,RET,SL
CS2,5,T4,h,0,summer15,RET,SL
CS2,6,T4,h,2,summer15,RET,SL
CS2,7,T4,h,0,summer15,RET,SL
CS2,8,T4,h,0,summer15,RET,SL
preCS,1,T5,h,0,summer15,RET,SL
preCS,2,T5,h,0,summer15,RET,SL
preCS,3,T5,h,0,summer15,RET,SL
preCS,4,T5,h,0,summer15,RET,SL
preCS,5,T5,h,0,summer15,RET,SL
preCS,6,T5,h,0,summer15,RET,SL
preCS,7,T5,h,0,summer15,RET,SL
preCS,8,T5,h,0,summer15,RET,SL
CS1,1,T5,h,2,summer15,RET,SL
CS1,2,T5,h,0,summer15,RET,SL
CS1,3,T5,h,0,summer15,RET,SL
CS1,4,T5,h,0,summer15,RET,SL
CS1,5,T5,h,0,summer15,RET,SL
CS1,6,T5,h,2,summer15,RET,SL
CS1,7,T5,h,1,summer15,RET,SL
CS1,8,T5,h,0,summer15,RET,SL
CS2,1,T5,h,1,summer15,RET,SL
CS2,2,T5,h,3,summer15,RET,SL
CS2,3,T5,h,0,summer15,RET,SL
CS2,4,T5,h,0,summer15,RET,SL
CS2,5,T5,h,2,summer15,RET,SL
CS2,6,T5,h,3,summer15,RET,SL
CS2,7,T5,h,3,summer15,RET,SL
CS2,8,T5,h,2,summer15,RET,SL
preCS,1,T6,h,0,summer15,RET,SL
preCS,2,T6,h,0,summer15,RET,SL
preCS,3,T6,h,0,summer15,RET,SL
preCS,4,T6,h,0,summer15,RET,SL
preCS,5,T6,h,0,summer15,RET,SL
preCS,6,T6,h,0,summer15,RET,SL
preCS,7,T6,h,0,summer15,RET,SL
preCS,8,T6,h,0,summer15,RET,SL
CS1,1,T6,h,2,summer15,RET,SL
CS1,2,T6,h,1,summer15,RET,SL
CS1,3,T6,h,0,summer15,RET,SL
CS1,4,T6,h,0,summer15,RET,SL
CS1,5,T6,h,0,summer15,RET,SL
CS1,6,T6,h,3,summer15,RET,SL
CS1,7,T6,h,2,summer15,RET,SL
CS1,8,T6,h,2,summer15,RET,SL
CS2,1,T6,h,0,summer15,RET,SL
CS2,2,T6,h,0,summer15,RET,SL
CS2,3,T6,h,1,summer15,RET,SL
CS2,4,T6,h,2,summer15,RET,SL
CS2,5,T6,h,2,summer15,RET,SL
CS2,6,T6,h,1,summer15,RET,SL
CS2,7,T6,h,0,summer15,RET,SL
CS2,8,T6,h,1,summer15,RET,SL
preCS,1,T7,h,0,summer15,RET,SL
preCS,2,T7,h,0,summer15,RET,SL
preCS,3,T7,h,0,summer15,RET,SL
preCS,4,T7,h,0,summer15,RET,SL
preCS,5,T7,h,0,summer15,RET,SL
preCS,6,T7,h,0,summer15,RET,SL
preCS,7,T7,h,0,summer15,RET,SL
preCS,8,T7,h,0,summer15,RET,SL
CS1,1,T7,h,0,summer15,RET,SL
CS1,2,T7,h,1,summer15,RET,SL
CS1,3,T7,h,2,summer15,RET,SL
CS1,4,T7,h,0,summer15,RET,SL
CS1,5,T7,h,0,summer15,RET,SL
CS1,6,T7,h,2,summer15,RET,SL
CS1,7,T7,h,2,summer15,RET,SL
CS1,8,T7,h,0,summer15,RET,SL
CS2,1,T7,h,3,summer15,RET,SL
CS2,2,T7,h,3,summer15,RET,SL
CS2,3,T7,h,1,summer15,RET,SL
CS2,4,T7,h,3,summer15,RET,SL
CS2,5,T7,h,4,summer15,RET,SL
CS2,6,T7,h,3,summer15,RET,SL
CS2,7,T7,h,4,summer15,RET,SL
CS2,8,T7,h,0,summer15,RET,SL
preCS,1,T8,h,0,summer15,RET,SL
preCS,2,T8,h,0,summer15,RET,SL
preCS,3,T8,h,0,summer15,RET,SL
preCS,4,T8,h,0,summer15,RET,SL
preCS,5,T8,h,0,summer15,RET,SL
preCS,6,T8,h,0,summer15,RET,SL
preCS,7,T8,h,0,summer15,RET,SL
preCS,8,T8,h,0,summer15,RET,SL
CS1,1,T8,h,4,summer15,RET,SL
CS1,2,T8,h,2,summer15,RET,SL
CS1,3,T8,h,2,summer15,RET,SL
CS1,4,T8,h,0,summer15,RET,SL
CS1,5,T8,h,0,summer15,RET,SL
CS1,6,T8,h,2,summer15,RET,SL
CS1,7,T8,h,1,summer15,RET,SL
CS1,8,T8,h,0,summer15,RET,SL
CS2,1,T8,h,3,summer15,RET,SL
CS2,2,T8,h,2,summer15,RET,SL
CS2,3,T8,h,3,summer15,RET,SL
CS2,4,T8,h,4,summer15,RET,SL
CS2,5,T8,h,0,summer15,RET,SL
CS2,6,T8,h,4,summer15,RET,SL
CS2,7,T8,h,4,summer15,RET,SL
CS2,8,T8,h,0,summer15,RET,SL
preCS,1,T9,h,3,summer15,RET,SL
preCS,2,T9,h,0,summer15,RET,SL
preCS,3,T9,h,0,summer15,RET,SL
preCS,4,T9,h,0,summer15,RET,SL
preCS,5,T9,h,0,summer15,RET,SL
preCS,6,T9,h,0,summer15,RET,SL
preCS,7,T9,h,0,summer15,RET,SL
preCS,8,T9,h,0,summer15,RET,SL
CS1,1,T9,h,1,summer15,RET,SL
CS1,2,T9,h,2,summer15,RET,SL
CS1,3,T9,h,0,summer15,RET,SL
CS1,4,T9,h,1,summer15,RET,SL
CS1,5,T9,h,2,summer15,RET,SL
CS1,6,T9,h,0,summer15,RET,SL
CS1,7,T9,h,2,summer15,RET,SL
CS1,8,T9,h,0,summer15,RET,SL
CS2,1,T9,h,2,summer15,RET,SL
CS2,2,T9,h,2,summer15,RET,SL
CS2,3,T9,h,4,summer15,RET,SL
CS2,4,T9,h,4,summer15,RET,SL
CS2,5,T9,h,4,summer15,RET,SL
CS2,6,T9,h,4,summer15,RET,SL
CS2,7,T9,h,4,summer15,RET,SL
CS2,8,T9,h,0,summer15,RET,SL
preCS,1,T10,h,0,summer15,RET,SL
preCS,2,T10,h,0,summer15,RET,SL
preCS,3,T10,h,3,summer15,RET,SL
preCS,4,T10,h,0,summer15,RET,SL
preCS,5,T10,h,0,summer15,RET,SL
preCS,6,T10,h,0,summer15,RET,SL
preCS,7,T10,h,0,summer15,RET,SL
preCS,8,T10,h,0,summer15,RET,SL
CS1,1,T10,h,1,summer15,RET,SL
CS1,2,T10,h,3,summer15,RET,SL
CS1,3,T10,h,2,summer15,RET,SL
CS1,4,T10,h,3,summer15,RET,SL
CS1,5,T10,h,2,summer15,RET,SL
CS1,6,T10,h,3,summer15,RET,SL
CS1,7,T10,h,2,summer15,RET,SL
CS1,8,T10,h,0,summer15,RET,SL
CS2,1,T10,h,4,summer15,RET,SL
CS2,2,T10,h,4,summer15,RET,SL
CS2,3,T10,h,4,summer15,RET,SL
CS2,4,T10,h,4,summer15,RET,SL
CS2,5,T10,h,4,summer15,RET,SL
CS2,6,T10,h,3,summer15,RET,SL
CS2,7,T10,h,4,summer15,RET,SL
CS2,8,T10,h,0,summer15,RET,SL
preCS,1,T11,h,0,summer15,RET,SL
preCS,2,T11,h,0,summer15,RET,SL
preCS,3,T11,h,0,summer15,RET,SL
preCS,4,T11,h,0,summer15,RET,SL
preCS,5,T11,h,0,summer15,RET,SL
preCS,6,T11,h,0,summer15,RET,SL
preCS,7,T11,h,0,summer15,RET,SL
preCS,8,T11,h,0,summer15,RET,SL
CS1,1,T11,h,0,summer15,RET,SL
CS1,2,T11,h,3,summer15,RET,SL
CS1,3,T11,h,0,summer15,RET,SL
CS1,4,T11,h,2,summer15,RET,SL
CS1,5,T11,h,0,summer15,RET,SL
CS1,6,T11,h,0,summer15,RET,SL
CS1,7,T11,h,4,summer15,RET,SL
CS1,8,T11,h,2,summer15,RET,SL
CS2,1,T11,h,1,summer15,RET,SL
CS2,2,T11,h,4,summer15,RET,SL
CS2,3,T11,h,2,summer15,RET,SL
CS2,4,T11,h,4,summer15,RET,SL
CS2,5,T11,h,3,summer15,RET,SL
CS2,6,T11,h,0,summer15,RET,SL
CS2,7,T11,h,3,summer15,RET,SL
CS2,8,T11,h,4,summer15,RET,SL
preCS,1,T12,h,0,summer15,RET,SL
preCS,2,T12,h,3,summer15,RET,SL
preCS,3,T12,h,0,summer15,RET,SL
preCS,4,T12,h,0,summer15,RET,SL
preCS,5,T12,h,0,summer15,RET,SL
preCS,6,T12,h,0,summer15,RET,SL
preCS,7,T12,h,0,summer15,RET,SL
preCS,8,T12,h,0,summer15,RET,SL
CS1,1,T12,h,3,summer15,RET,SL
CS1,2,T12,h,2,summer15,RET,SL
CS1,3,T12,h,3,summer15,RET,SL
CS1,4,T12,h,4,summer15,RET,SL
CS1,5,T12,h,4,summer15,RET,SL
CS1,6,T12,h,0,summer15,RET,SL
CS1,7,T12,h,0,summer15,RET,SL
CS1,8,T12,h,1,summer15,RET,SL
CS2,1,T12,h,4,summer15,RET,SL
CS2,2,T12,h,3,summer15,RET,SL
CS2,3,T12,h,4,summer15,RET,SL
CS2,4,T12,h,4,summer15,RET,SL
CS2,5,T12,h,3,summer15,RET,SL
CS2,6,T12,h,4,summer15,RET,SL
CS2,7,T12,h,3,summer15,RET,SL
CS2,8,T12,h,3,summer15,RET,SL
preCS,1,T1,i,0,summer15,RET,SL
preCS,2,T1,i,0,summer15,RET,SL
preCS,3,T1,i,0,summer15,RET,SL
preCS,4,T1,i,0,summer15,RET,SL
preCS,5,T1,i,0,summer15,RET,SL
preCS,6,T1,i,0,summer15,RET,SL
preCS,7,T1,i,0,summer15,RET,SL
preCS,8,T1,i,0,summer15,RET,SL
CS1,1,T1,i,0,summer15,RET,SL
CS1,2,T1,i,0,summer15,RET,SL
CS1,3,T1,i,3,summer15,RET,SL
CS1,4,T1,i,0,summer15,RET,SL
CS1,5,T1,i,0,summer15,RET,SL
CS1,6,T1,i,0,summer15,RET,SL
CS1,7,T1,i,0,summer15,RET,SL
CS1,8,T1,i,0,summer15,RET,SL
CS2,1,T1,i,0,summer15,RET,SL
CS2,2,T1,i,0,summer15,RET,SL
CS2,3,T1,i,0,summer15,RET,SL
CS2,4,T1,i,1,summer15,RET,SL
CS2,5,T1,i,0,summer15,RET,SL
CS2,6,T1,i,0,summer15,RET,SL
CS2,7,T1,i,3,summer15,RET,SL
CS2,8,T1,i,0,summer15,RET,SL
preCS,1,T2,i,0,summer15,RET,SL
preCS,2,T2,i,0,summer15,RET,SL
preCS,3,T2,i,2,summer15,RET,SL
preCS,4,T2,i,0,summer15,RET,SL
preCS,5,T2,i,0,summer15,RET,SL
preCS,6,T2,i,0,summer15,RET,SL
preCS,7,T2,i,3,summer15,RET,SL
preCS,8,T2,i,0,summer15,RET,SL
CS1,1,T2,i,0,summer15,RET,SL
CS1,2,T2,i,0,summer15,RET,SL
CS1,3,T2,i,0,summer15,RET,SL
CS1,4,T2,i,0,summer15,RET,SL
CS1,5,T2,i,0,summer15,RET,SL
CS1,6,T2,i,0,summer15,RET,SL
CS1,7,T2,i,0,summer15,RET,SL
CS1,8,T2,i,4,summer15,RET,SL
CS2,1,T2,i,1,summer15,RET,SL
CS2,2,T2,i,0,summer15,RET,SL
CS2,3,T2,i,0,summer15,RET,SL
CS2,4,T2,i,0,summer15,RET,SL
CS2,5,T2,i,0,summer15,RET,SL
CS2,6,T2,i,0,summer15,RET,SL
CS2,7,T2,i,0,summer15,RET,SL
CS2,8,T2,i,2,summer15,RET,SL
preCS,1,T3,i,0,summer15,RET,SL
preCS,2,T3,i,0,summer15,RET,SL
preCS,3,T3,i,0,summer15,RET,SL
preCS,4,T3,i,4,summer15,RET,SL
preCS,5,T3,i,0,summer15,RET,SL
preCS,6,T3,i,0,summer15,RET,SL
preCS,7,T3,i,0,summer15,RET,SL
preCS,8,T3,i,0,summer15,RET,SL
CS1,1,T3,i,0,summer15,RET,SL
CS1,2,T3,i,0,summer15,RET,SL
CS1,3,T3,i,0,summer15,RET,SL
CS1,4,T3,i,1,summer15,RET,SL
CS1,5,T3,i,1,summer15,RET,SL
CS1,6,T3,i,0,summer15,RET,SL
CS1,7,T3,i,0,summer15,RET,SL
CS1,8,T3,i,0,summer15,RET,SL
CS2,1,T3,i,0,summer15,RET,SL
CS2,2,T3,i,0,summer15,RET,SL
CS2,3,T3,i,0,summer15,RET,SL
CS2,4,T3,i,0,summer15,RET,SL
CS2,5,T3,i,0,summer15,RET,SL
CS2,6,T3,i,3,summer15,RET,SL
CS2,7,T3,i,1,summer15,RET,SL
CS2,8,T3,i,4,summer15,RET,SL
preCS,1,T4,i,0,summer15,RET,SL
preCS,2,T4,i,0,summer15,RET,SL
preCS,3,T4,i,0,summer15,RET,SL
preCS,4,T4,i,3,summer15,RET,SL
preCS,5,T4,i,0,summer15,RET,SL
preCS,6,T4,i,0,summer15,RET,SL
preCS,7,T4,i,0,summer15,RET,SL
preCS,8,T4,i,0,summer15,RET,SL
CS1,1,T4,i,0,summer15,RET,SL
CS1,2,T4,i,1,summer15,RET,SL
CS1,3,T4,i,0,summer15,RET,SL
CS1,4,T4,i,0,summer15,RET,SL
CS1,5,T4,i,0,summer15,RET,SL
CS1,6,T4,i,0,summer15,RET,SL
CS1,7,T4,i,2,summer15,RET,SL
CS1,8,T4,i,0,summer15,RET,SL
CS2,1,T4,i,1,summer15,RET,SL
CS2,2,T4,i,3,summer15,RET,SL
CS2,3,T4,i,0,summer15,RET,SL
CS2,4,T4,i,3,summer15,RET,SL
CS2,5,T4,i,4,summer15,RET,SL
CS2,6,T4,i,3,summer15,RET,SL
CS2,7,T4,i,3,summer15,RET,SL
CS2,8,T4,i,0,summer15,RET,SL
preCS,1,T5,i,4,summer15,RET,SL
preCS,2,T5,i,1,summer15,RET,SL
preCS,3,T5,i,0,summer15,RET,SL
preCS,4,T5,i,0,summer15,RET,SL
preCS,5,T5,i,4,summer15,RET,SL
preCS,6,T5,i,0,summer15,RET,SL
preCS,7,T5,i,0,summer15,RET,SL
preCS,8,T5,i,0,summer15,RET,SL
CS1,1,T5,i,1,summer15,RET,SL
CS1,2,T5,i,0,summer15,RET,SL
CS1,3,T5,i,0,summer15,RET,SL
CS1,4,T5,i,3,summer15,RET,SL
CS1,5,T5,i,1,summer15,RET,SL
CS1,6,T5,i,0,summer15,RET,SL
CS1,7,T5,i,0,summer15,RET,SL
CS1,8,T5,i,1,summer15,RET,SL
CS2,1,T5,i,2,summer15,RET,SL
CS2,2,T5,i,1,summer15,RET,SL
CS2,3,T5,i,4,summer15,RET,SL
CS2,4,T5,i,3,summer15,RET,SL
CS2,5,T5,i,4,summer15,RET,SL
CS2,6,T5,i,1,summer15,RET,SL
CS2,7,T5,i,0,summer15,RET,SL
CS2,8,T5,i,4,summer15,RET,SL
preCS,1,T6,i,0,summer15,RET,SL
preCS,2,T6,i,0,summer15,RET,SL
preCS,3,T6,i,0,summer15,RET,SL
preCS,4,T6,i,0,summer15,RET,SL
preCS,5,T6,i,0,summer15,RET,SL
preCS,6,T6,i,0,summer15,RET,SL
preCS,7,T6,i,0,summer15,RET,SL
preCS,8,T6,i,0,summer15,RET,SL
CS1,1,T6,i,3,summer15,RET,SL
CS1,2,T6,i,3,summer15,RET,SL
CS1,3,T6,i,2,summer15,RET,SL
CS1,4,T6,i,3,summer15,RET,SL
CS1,5,T6,i,0,summer15,RET,SL
CS1,6,T6,i,2,summer15,RET,SL
CS1,7,T6,i,4,summer15,RET,SL
CS1,8,T6,i,0,summer15,RET,SL
CS2,1,T6,i,2,summer15,RET,SL
CS2,2,T6,i,4,summer15,RET,SL
CS2,3,T6,i,4,summer15,RET,SL
CS2,4,T6,i,4,summer15,RET,SL
CS2,5,T6,i,3,summer15,RET,SL
CS2,6,T6,i,4,summer15,RET,SL
CS2,7,T6,i,4,summer15,RET,SL
CS2,8,T6,i,0,summer15,RET,SL
preCS,1,T7,i,0,summer15,RET,SL
preCS,2,T7,i,4,summer15,RET,SL
preCS,3,T7,i,0,summer15,RET,SL
preCS,4,T7,i,2,summer15,RET,SL
preCS,5,T7,i,0,summer15,RET,SL
preCS,6,T7,i,2,summer15,RET,SL
preCS,7,T7,i,4,summer15,RET,SL
preCS,8,T7,i,0,summer15,RET,SL
CS1,1,T7,i,3,summer15,RET,SL
CS1,2,T7,i,1,summer15,RET,SL
CS1,3,T7,i,0,summer15,RET,SL
CS1,4,T7,i,2,summer15,RET,SL
CS1,5,T7,i,0,summer15,RET,SL
CS1,6,T7,i,3,summer15,RET,SL
CS1,7,T7,i,2,summer15,RET,SL
CS1,8,T7,i,0,summer15,RET,SL
CS2,1,T7,i,4,summer15,RET,SL
CS2,2,T7,i,4,summer15,RET,SL
CS2,3,T7,i,4,summer15,RET,SL
CS2,4,T7,i,3,summer15,RET,SL
CS2,5,T7,i,4,summer15,RET,SL
CS2,6,T7,i,4,summer15,RET,SL
CS2,7,T7,i,4,summer15,RET,SL
CS2,8,T7,i,3,summer15,RET,SL
preCS,1,T8,i,0,summer15,RET,SL
preCS,2,T8,i,0,summer15,RET,SL
preCS,3,T8,i,0,summer15,RET,SL
preCS,4,T8,i,0,summer15,RET,SL
preCS,5,T8,i,0,summer15,RET,SL
preCS,6,T8,i,0,summer15,RET,SL
preCS,7,T8,i,0,summer15,RET,SL
preCS,8,T8,i,0,summer15,RET,SL
CS1,1,T8,i,3,summer15,RET,SL
CS1,2,T8,i,2,summer15,RET,SL
CS1,3,T8,i,1,summer15,RET,SL
CS1,4,T8,i,1,summer15,RET,SL
CS1,5,T8,i,3,summer15,RET,SL
CS1,6,T8,i,1,summer15,RET,SL
CS1,7,T8,i,0,summer15,RET,SL
CS1,8,T8,i,1,summer15,RET,SL
CS2,1,T8,i,3,summer15,RET,SL
CS2,2,T8,i,3,summer15,RET,SL
CS2,3,T8,i,4,summer15,RET,SL
CS2,4,T8,i,4,summer15,RET,SL
CS2,5,T8,i,4,summer15,RET,SL
CS2,6,T8,i,4,summer15,RET,SL
CS2,7,T8,i,3,summer15,RET,SL
CS2,8,T8,i,4,summer15,RET,SL
preCS,1,T9,i,0,summer15,RET,SL
preCS,2,T9,i,4,summer15,RET,SL
preCS,3,T9,i,0,summer15,RET,SL
preCS,4,T9,i,4,summer15,RET,SL
preCS,5,T9,i,0,summer15,RET,SL
preCS,6,T9,i,0,summer15,RET,SL
preCS,7,T9,i,0,summer15,RET,SL
preCS,8,T9,i,0,summer15,RET,SL
CS1,1,T9,i,1,summer15,RET,SL
CS1,2,T9,i,3,summer15,RET,SL
CS1,3,T9,i,0,summer15,RET,SL
CS1,4,T9,i,2,summer15,RET,SL
CS1,5,T9,i,0,summer15,RET,SL
CS1,6,T9,i,0,summer15,RET,SL
CS1,7,T9,i,0,summer15,RET,SL
CS1,8,T9,i,0,summer15,RET,SL
CS2,1,T9,i,3,summer15,RET,SL
CS2,2,T9,i,4,summer15,RET,SL
CS2,3,T9,i,4,summer15,RET,SL
CS2,4,T9,i,3,summer15,RET,SL
CS2,5,T9,i,0,summer15,RET,SL
CS2,6,T9,i,2,summer15,RET,SL
CS2,7,T9,i,0,summer15,RET,SL
CS2,8,T9,i,0,summer15,RET,SL
preCS,1,T10,i,0,summer15,RET,SL
preCS,2,T10,i,0,summer15,RET,SL
preCS,3,T10,i,0,summer15,RET,SL
preCS,4,T10,i,0,summer15,RET,SL
preCS,5,T10,i,0,summer15,RET,SL
preCS,6,T10,i,0,summer15,RET,SL
preCS,7,T10,i,4,summer15,RET,SL
preCS,8,T10,i,0,summer15,RET,SL
CS1,1,T10,i,2,summer15,RET,SL
CS1,2,T10,i,1,summer15,RET,SL
CS1,3,T10,i,1,summer15,RET,SL
CS1,4,T10,i,2,summer15,RET,SL
CS1,5,T10,i,0,summer15,RET,SL
CS1,6,T10,i,1,summer15,RET,SL
CS1,7,T10,i,3,summer15,RET,SL
CS1,8,T10,i,2,summer15,RET,SL
CS2,1,T10,i,4,summer15,RET,SL
CS2,2,T10,i,4,summer15,RET,SL
CS2,3,T10,i,4,summer15,RET,SL
CS2,4,T10,i,4,summer15,RET,SL
CS2,5,T10,i,3,summer15,RET,SL
CS2,6,T10,i,4,summer15,RET,SL
CS2,7,T10,i,4,summer15,RET,SL
CS2,8,T10,i,4,summer15,RET,SL
preCS,1,T11,i,0,summer15,RET,SL
preCS,2,T11,i,0,summer15,RET,SL
preCS,3,T11,i,0,summer15,RET,SL
preCS,4,T11,i,0,summer15,RET,SL
preCS,5,T11,i,0,summer15,RET,SL
preCS,6,T11,i,0,summer15,RET,SL
preCS,7,T11,i,0,summer15,RET,SL
preCS,8,T11,i,0,summer15,RET,SL
CS1,1,T11,i,0,summer15,RET,SL
CS1,2,T11,i,1,summer15,RET,SL
CS1,3,T11,i,1,summer15,RET,SL
CS1,4,T11,i,3,summer15,RET,SL
CS1,5,T11,i,0,summer15,RET,SL
CS1,6,T11,i,0,summer15,RET,SL
CS1,7,T11,i,0,summer15,RET,SL
CS1,8,T11,i,0,summer15,RET,SL
CS2,1,T11,i,0,summer15,RET,SL
CS2,2,T11,i,4,summer15,RET,SL
CS2,3,T11,i,4,summer15,RET,SL
CS2,4,T11,i,4,summer15,RET,SL
CS2,5,T11,i,2,summer15,RET,SL
CS2,6,T11,i,3,summer15,RET,SL
CS2,7,T11,i,0,summer15,RET,SL
CS2,8,T11,i,4,summer15,RET,SL
preCS,1,T12,i,0,summer15,RET,SL
preCS,2,T12,i,0,summer15,RET,SL
preCS,3,T12,i,0,summer15,RET,SL
preCS,4,T12,i,0,summer15,RET,SL
preCS,5,T12,i,0,summer15,RET,SL
preCS,6,T12,i,0,summer15,RET,SL
preCS,7,T12,i,0,summer15,RET,SL
preCS,8,T12,i,0,summer15,RET,SL
CS1,1,T12,i,4,summer15,RET,SL
CS1,2,T12,i,3,summer15,RET,SL
CS1,3,T12,i,3,summer15,RET,SL
CS1,4,T12,i,3,summer15,RET,SL
CS1,5,T12,i,0,summer15,RET,SL
CS1,6,T12,i,4,summer15,RET,SL
CS1,7,T12,i,0,summer15,RET,SL
CS1,8,T12,i,2,summer15,RET,SL
CS2,1,T12,i,4,summer15,RET,SL
CS2,2,T12,i,4,summer15,RET,SL
CS2,3,T12,i,4,summer15,RET,SL
CS2,4,T12,i,4,summer15,RET,SL
CS2,5,T12,i,0,summer15,RET,SL
CS2,6,T12,i,3,summer15,RET,SL
CS2,7,T12,i,0,summer15,RET,SL
CS2,8,T12,i,4,summer15,RET,SL
preCS,1,T1,j,0,summer15,NORET,SL
preCS,2,T1,j,0,summer15,NORET,SL
preCS,3,T1,j,0,summer15,NORET,SL
preCS,4,T1,j,0,summer15,NORET,SL
preCS,5,T1,j,0,summer15,NORET,SL
preCS,6,T1,j,0,summer15,NORET,SL
preCS,7,T1,j,0,summer15,NORET,SL
preCS,8,T1,j,0,summer15,NORET,SL
CS1,1,T1,j,0,summer15,NORET,SL
CS1,2,T1,j,0,summer15,NORET,SL
CS1,3,T1,j,0,summer15,NORET,SL
CS1,4,T1,j,0,summer15,NORET,SL
CS1,5,T1,j,0,summer15,NORET,SL
CS1,6,T1,j,0,summer15,NORET,SL
CS1,7,T1,j,2,summer15,NORET,SL
CS1,8,T1,j,0,summer15,NORET,SL
CS2,1,T1,j,0,summer15,NORET,SL
CS2,2,T1,j,0,summer15,NORET,SL
CS2,3,T1,j,0,summer15,NORET,SL
CS2,4,T1,j,0,summer15,NORET,SL
CS2,5,T1,j,0,summer15,NORET,SL
CS2,6,T1,j,0,summer15,NORET,SL
CS2,7,T1,j,1,summer15,NORET,SL
CS2,8,T1,j,1,summer15,NORET,SL
preCS,1,T2,j,0,summer15,NORET,SL
preCS,2,T2,j,0,summer15,NORET,SL
preCS,3,T2,j,0,summer15,NORET,SL
preCS,4,T2,j,0,summer15,NORET,SL
preCS,5,T2,j,4,summer15,NORET,SL
preCS,6,T2,j,0,summer15,NORET,SL
preCS,7,T2,j,0,summer15,NORET,SL
preCS,8,T2,j,0,summer15,NORET,SL
CS1,1,T2,j,0,summer15,NORET,SL
CS1,2,T2,j,0,summer15,NORET,SL
CS1,3,T2,j,0,summer15,NORET,SL
CS1,4,T2,j,0,summer15,NORET,SL
CS1,5,T2,j,4,summer15,NORET,SL
CS1,6,T2,j,0,summer15,NORET,SL
CS1,7,T2,j,0,summer15,NORET,SL
CS1,8,T2,j,0,summer15,NORET,SL
CS2,1,T2,j,0,summer15,NORET,SL
CS2,2,T2,j,2,summer15,NORET,SL
CS2,3,T2,j,0,summer15,NORET,SL
CS2,4,T2,j,0,summer15,NORET,SL
CS2,5,T2,j,0,summer15,NORET,SL
CS2,6,T2,j,0,summer15,NORET,SL
CS2,7,T2,j,0,summer15,NORET,SL
CS2,8,T2,j,0,summer15,NORET,SL
preCS,1,T3,j,0,summer15,NORET,SL
preCS,2,T3,j,0,summer15,NORET,SL
preCS,3,T3,j,0,summer15,NORET,SL
preCS,4,T3,j,0,summer15,NORET,SL
preCS,5,T3,j,0,summer15,NORET,SL
preCS,6,T3,j,0,summer15,NORET,SL
preCS,7,T3,j,0,summer15,NORET,SL
preCS,8,T3,j,0,summer15,NORET,SL
CS1,1,T3,j,0,summer15,NORET,SL
CS1,2,T3,j,0,summer15,NORET,SL
CS1,3,T3,j,0,summer15,NORET,SL
CS1,4,T3,j,0,summer15,NORET,SL
CS1,5,T3,j,0,summer15,NORET,SL
CS1,6,T3,j,0,summer15,NORET,SL
CS1,7,T3,j,0,summer15,NORET,SL
CS1,8,T3,j,0,summer15,NORET,SL
CS2,1,T3,j,0,summer15,NORET,SL
CS2,2,T3,j,0,summer15,NORET,SL
CS2,3,T3,j,0,summer15,NORET,SL
CS2,4,T3,j,0,summer15,NORET,SL
CS2,5,T3,j,0,summer15,NORET,SL
CS2,6,T3,j,0,summer15,NORET,SL
CS2,7,T3,j,0,summer15,NORET,SL
CS2,8,T3,j,0,summer15,NORET,SL
