window,trial,session,subject,app,cohort,group,rater
preCS,2,2,f,0,summer15,NORET,SL
preCS,3,2,f,0,summer15,NORET,SL
preCS,4,2,f,0,summer15,NORET,SL
preCS,5,2,f,0,summer15,NORET,SL
preCS,6,2,f,0,summer15,NORET,SL
preCS,7,2,f,0,summer15,NORET,SL
preCS,8,2,f,0,summer15,NORET,SL
CS1,1,2,f,0,summer15,NORET,SL
CS1,2,2,f,0,summer15,NORET,SL
CS1,3,2,f,0,summer15,NORET,SL
CS1,4,2,f,0,summer15,NORET,SL
CS1,5,2,f,0,summer15,NORET,SL
CS1,6,2,f,0,summer15,NORET,SL
CS1,7,2,f,0,summer15,NORET,SL
CS1,8,2,f,0,summer15,NORET,SL
CS2,1,2,f,0,summer15,NORET,SL
CS2,2,2,f,0,summer15,NORET,SL
CS2,3,2,f,0,summer15,NORET,SL
CS2,4,2,f,0,summer15,NORET,SL
CS2,5,2,f,0,summer15,NORET,SL
CS2,6,2,f,0,summer15,NORET,SL
CS2,7,2,f,2,summer15,NORET,SL
CS2,8,2,f,0,summer15,NORET,SL
preCS,1,3,f,0,summer15,NORET,SL
preCS,2,3,f,0,summer15,NORET,SL
preCS,3,3,f,0,summer15,NORET,SL
preCS,4,3,f,0,summer15,NORET,SL
preCS,5,3,f,1,summer15,NORET,SL
preCS,6,3,f,0,summer15,NORET,SL
preCS,7,3,f,0,summer15,NORET,SL
preCS,8,3,f,0,summer15,NORET,SL
CS1,1,3,f,0,summer15,NORET,SL
CS1,2,3,f,0,summer15,NORET,SL
CS1,3,3,f,0,summer15,NORET,SL
CS1,4,3,f,0,summer15,NORET,SL
CS1,5,3,f,1,summer15,NORET,SL
CS1,6,3,f,0,summer15,NORET,SL
CS1,7,3,f,0,summer15,NORET,SL
CS1,8,3,f,0,summer15,NORET,SL
CS2,1,3,f,0,summer15,NORET,SL
CS2,2,3,f,0,summer15,NORET,SL
CS2,3,3,f,0,summer15,NORET,SL
CS2,4,3,f,2,summer15,NORET,SL
CS2,5,3,f,0,summer15,NORET,SL
CS2,6,3,f,0,summer15,NORET,SL
CS2,7,3,f,0,summer15,NORET,SL
CS2,8,3,f,0,summer15,NORET,SL
preCS,1,4,f,0,summer15,NORET,SL
preCS,2,4,f,0,summer15,NORET,SL
preCS,3,4,f,0,summer15,NORET,SL
preCS,4,4,f,0,summer15,NORET,SL
preCS,5,4,f,0,summer15,NORET,SL
preCS,6,4,f,0,summer15,NORET,SL
preCS,7,4,f,0,summer15,NORET,SL
preCS,8,4,f,0,summer15,NORET,SL
CS1,1,4,f,0,summer15,NORET,SL
CS1,2,4,f,0,summer15,NORET,SL
CS1,3,4,f,0,summer15,NORET,SL
CS1,4,4,f,0,summer15,NORET,SL
CS1,5,4,f,0,summer15,NORET,SL
CS1,6,4,f,0,summer15,NORET,SL
CS1,7,4,f,0,summer15,NORET,SL
CS1,8,4,f,0,summer15,NORET,SL
CS2,1,4,f,0,summer15,NORET,SL
CS2,2,4,f,0,summer15,NORET,SL
CS2,3,4,f,0,summer15,NORET,SL
CS2,4,4,f,0,summer15,NORET,SL
CS2,5,4,f,0,summer15,NORET,SL
CS2,6,4,f,0,summer15,NORET,SL
CS2,7,4,f,0,summer15,NORET,SL
CS2,8,4,f,0,summer15,NORET,SL
preCS,1,5,f,0,summer15,NORET,SL
preCS,2,5,f,0,summer15,NORET,SL
preCS,3,5,f,0,summer15,NORET,SL
preCS,4,5,f,0,summer15,NORET,SL
preCS,5,5,f,1,summer15,NORET,SL
preCS,6,5,f,0,summer15,NORET,SL
preCS,7,5,f,0,summer15,NORET,SL
preCS,8,5,f,0,summer15,NORET,SL
CS1,1,5,f,0,summer15,NORET,SL
CS1,2,5,f,0,summer15,NORET,SL
CS1,3,5,f,0,summer15,NORET,SL
CS1,4,5,f,0,summer15,NORET,SL
CS1,5,5,f,0,summer15,NORET,SL
CS1,6,5,f,0,summer15,NORET,SL
CS1,7,5,f,0,summer15,NORET,SL
CS1,8,5,f,0,summer15,NORET,SL
CS2,1,5,f,0,summer15,NORET,SL
CS2,2,5,f,0,summer15,NORET,SL
CS2,3,5,f,0,summer15,NORET,SL
CS2,4,5,f,0,summer15,NORET,SL
CS2,5,5,f,0,summer15,NORET,SL
CS2,6,5,f,0,summer15,NORET,SL
CS2,7,5,f,0,summer15,NORET,SL
CS2,8,5,f,0,summer15,NORET,SL
preCS,1,6,f,0,summer15,NORET,SL
preCS,2,6,f,0,summer15,NORET,SL
preCS,3,6,f,0,summer15,NORET,SL
preCS,4,6,f,0,summer15,NORET,SL
preCS,5,6,f,0,summer15,NORET,SL
preCS,6,6,f,0,summer15,NORET,SL
preCS,7,6,f,0,summer15,NORET,SL
preCS,8,6,f,0,summer15,NORET,SL
CS1,1,6,f,0,summer15,NORET,SL
CS1,2,6,f,0,summer15,NORET,SL
CS1,3,6,f,0,summer15,NORET,SL
CS1,4,6,f,0,summer15,NORET,SL
CS1,5,6,f,0,summer15,NORET,SL
CS1,6,6,f,0,summer15,NORET,SL
CS1,7,6,f,0,summer15,NORET,SL
CS1,8,6,f,0,summer15,NORET,SL
CS2,1,6,f,0,summer15,NORET,SL
CS2,2,6,f,0,summer15,NORET,SL
CS2,3,6,f,0,summer15,NORET,SL
CS2,4,6,f,2,summer15,NORET,SL
CS2,5,6,f,0,summer15,NORET,SL
CS2,6,6,f,0,summer15,NORET,SL
CS2,7,6,f,0,summer15,NORET,SL
CS2,8,6,f,0,summer15,NORET,SL
preCS,1,7,f,0,summer15,NORET,SL
preCS,2,7,f,0,summer15,NORET,SL
preCS,3,7,f,0,summer15,NORET,SL
preCS,4,7,f,0,summer15,NORET,SL
preCS,5,7,f,0,summer15,NORET,SL
preCS,6,7,f,0,summer15,NORET,SL
preCS,7,7,f,0,summer15,NORET,SL
preCS,8,7,f,0,summer15,NORET,SL
CS1,1,7,f,0,summer15,NORET,SL
CS1,2,7,f,0,summer15,NORET,SL
CS1,3,7,f,2,summer15,NORET,SL
CS1,4,7,f,0,summer15,NORET,SL
CS1,5,7,f,0,summer15,NORET,SL
CS1,6,7,f,0,summer15,NORET,SL
CS1,7,7,f,0,summer15,NORET,SL
CS1,8,7,f,0,summer15,NORET,SL
CS2,1,7,f,0,summer15,NORET,SL
CS2,2,7,f,0,summer15,NORET,SL
CS2,3,7,f,2,summer15,NORET,SL
CS2,4,7,f,0,summer15,NORET,SL
CS2,5,7,f,0,summer15,NORET,SL
CS2,6,7,f,0,summer15,NORET,SL
CS2,7,7,f,0,summer15,NORET,SL
CS2,8,7,f,0,summer15,NORET,SL
preCS,1,8,f,0,summer15,NORET,SL
preCS,2,8,f,0,summer15,NORET,SL
preCS,3,8,f,0,summer15,NORET,SL
preCS,4,8,f,0,summer15,NORET,SL
preCS,5,8,f,0,summer15,NORET,SL
preCS,6,8,f,0,summer15,NORET,SL
preCS,7,8,f,0,summer15,NORET,SL
preCS,8,8,f,0,summer15,NORET,SL
CS1,1,8,f,2,summer15,NORET,SL
CS1,2,8,f,2,summer15,NORET,SL
CS1,3,8,f,0,summer15,NORET,SL
CS1,4,8,f,0,summer15,NORET,SL
CS1,5,8,f,0,summer15,NORET,SL
CS1,6,8,f,0,summer15,NORET,SL
CS1,7,8,f,0,summer15,NORET,SL
CS1,8,8,f,0,summer15,NORET,SL
CS2,1,8,f,0,summer15,NORET,SL
CS2,2,8,f,2,summer15,NORET,SL
CS2,3,8,f,0,summer15,NORET,SL
CS2,4,8,f,3,summer15,NORET,SL
CS2,5,8,f,0,summer15,NORET,SL
CS2,6,8,f,0,summer15,NORET,SL
CS2,7,8,f,0,summer15,NORET,SL
CS2,8,8,f,1,summer15,NORET,SL
preCS,1,9,f,0,summer15,NORET,SL
preCS,2,9,f,0,summer15,NORET,SL
preCS,3,9,f,0,summer15,NORET,SL
preCS,4,9,f,0,summer15,NORET,SL
preCS,5,9,f,0,summer15,NORET,SL
preCS,6,9,f,0,summer15,NORET,SL
preCS,7,9,f,0,summer15,NORET,SL
preCS,8,9,f,0,summer15,NORET,SL
CS1,1,9,f,0,summer15,NORET,SL
CS1,2,9,f,0,summer15,NORET,SL
CS1,3,9,f,1,summer15,NORET,SL
CS1,4,9,f,0,summer15,NORET,SL
CS1,5,9,f,0,summer15,NORET,SL
CS1,6,9,f,0,summer15,NORET,SL
CS1,7,9,f,0,summer15,NORET,SL
CS1,8,9,f,0,summer15,NORET,SL
CS2,1,9,f,3,summer15,NORET,SL
CS2,2,9,f,3,summer15,NORET,SL
CS2,3,9,f,2,summer15,NORET,SL
CS2,4,9,f,2,summer15,NORET,SL
CS2,5,9,f,0,summer15,NORET,SL
CS2,6,9,f,0,summer15,NORET,SL
CS2,7,9,f,0,summer15,NORET,SL
CS2,8,9,f,0,summer15,NORET,SL
preCS,1,10,f,0,summer15,NORET,SL
preCS,2,10,f,0,summer15,NORET,SL
preCS,3,10,f,0,summer15,NORET,SL
preCS,4,10,f,0,summer15,NORET,SL
preCS,5,10,f,0,summer15,NORET,SL
preCS,6,10,f,0,summer15,NORET,SL
preCS,7,10,f,0,summer15,NORET,SL
preCS,8,10,f,0,summer15,NORET,SL
CS1,1,10,f,2,summer15,NORET,SL
CS1,2,10,f,0,summer15,NORET,SL
CS1,3,10,f,0,summer15,NORET,SL
CS1,4,10,f,0,summer15,NORET,SL
CS1,5,10,f,3,summer15,NORET,SL
CS1,6,10,f,1,summer15,NORET,SL
CS1,7,10,f,2,summer15,NORET,SL
CS1,8,10,f,0,summer15,NORET,SL
CS2,1,10,f,2,summer15,NORET,SL
CS2,2,10,f,0,summer15,NORET,SL
CS2,3,10,f,0,summer15,NORET,SL
CS2,4,10,f,1,summer15,NORET,SL
CS2,5,10,f,4,summer15,NORET,SL
CS2,6,10,f,4,summer15,NORET,SL
CS2,7,10,f,4,summer15,NORET,SL
CS2,8,10,f,0,summer15,NORET,SL
preCS,1,11,f,0,summer15,NORET,SL
preCS,2,11,f,0,summer15,NORET,SL
preCS,3,11,f,0,summer15,NORET,SL
preCS,4,11,f,0,summer15,NORET,SL
preCS,5,11,f,0,summer15,NORET,SL
preCS,6,11,f,0,summer15,NORET,SL
preCS,7,11,f,0,summer15,NORET,SL
preCS,8,11,f,0,summer15,NORET,SL
CS1,1,11,f,2,summer15,NORET,SL
CS1,2,11,f,3,summer15,NORET,SL
CS1,3,11,f,0,summer15,NORET,SL
CS1,4,11,f,3,summer15,NORET,SL
CS1,5,11,f,0,summer15,NORET,SL
CS1,6,11,f,2,summer15,NORET,SL
CS1,7,11,f,0,summer15,NORET,SL
CS1,8,11,f,0,summer15,NORET,SL
CS2,1,11,f,4,summer15,NORET,SL
CS2,2,11,f,4,summer15,NORET,SL
CS2,3,11,f,4,summer15,NORET,SL
CS2,4,11,f,4,summer15,NORET,SL
CS2,5,11,f,1,summer15,NORET,SL
CS2,6,11,f,4,summer15,NORET,SL
CS2,7,11,f,0,summer15,NORET,SL
CS2,8,11,f,0,summer15,NORET,SL
preCS,1,12,f,1,summer15,NORET,SL
preCS,2,12,f,0,summer15,NORET,SL
preCS,3,12,f,0,summer15,NORET,SL
preCS,4,12,f,2,summer15,NORET,SL
preCS,5,12,f,4,summer15,NORET,SL
preCS,6,12,f,0,summer15,NORET,SL
preCS,7,12,f,0,summer15,NORET,SL
preCS,8,12,f,0,summer15,NORET,SL
CS1,1,12,f,0,summer15,NORET,SL
CS1,2,12,f,2,summer15,NORET,SL
CS1,3,12,f,3,summer15,NORET,SL
CS1,4,12,f,3,summer15,NORET,SL
CS1,5,12,f,3,summer15,NORET,SL
CS1,6,12,f,3,summer15,NORET,SL
CS1,7,12,f,3,summer15,NORET,SL
CS1,8,12,f,3,summer15,NORET,SL
CS2,1,12,f,4,summer15,NORET,SL
CS2,2,12,f,4,summer15,NORET,SL
CS2,3,12,f,3,summer15,NORET,SL
CS2,4,12,f,4,summer15,NORET,SL
CS2,5,12,f,4,summer15,NORET,SL
CS2,6,12,f,4,summer15,NORET,SL
CS2,7,12,f,4,summer15,NORET,SL
CS2,8,12,f,4,summer15,NORET,SL
preCS,1,1,g,0,summer15,RET,SL
preCS,2,1,g,0,summer15,RET,SL
preCS,3,1,g,0,summer15,RET,SL
preCS,4,1,g,0,summer15,RET,SL
preCS,5,1,g,0,summer15,RET,SL
preCS,6,1,g,0,summer15,RET,SL
preCS,7,1,g,0,summer15,RET,SL
preCS,8,1,g,0,summer15,RET,SL
CS1,1,1,g,0,summer15,RET,SL
CS1,2,1,g,0,summer15,RET,SL
CS1,3,1,g,0,summer15,RET,SL
CS1,4,1,g,0,summer15,RET,SL
CS1,5,1,g,0,summer15,RET,SL
CS1,6,1,g,0,summer15,RET,SL
CS1,7,1,g,0,summer15,RET,SL
CS1,8,1,g,0,summer15,RET,SL
CS2,1,1,g,0,summer15,RET,SL
CS2,2,1,g,0,summer15,RET,SL
CS2,3,1,g,2,summer15,RET,SL
CS2,4,1,g,0,summer15,RET,SL
CS2,5,1,g,0,summer15,RET,SL
CS2,6,1,g,0,summer15,RET,SL
CS2,7,1,g,0,summer15,RET,SL
CS2,8,1,g,0,summer15,RET,SL
preCS,1,2,g,0,summer15,RET,SL
preCS,2,2,g,0,summer15,RET,SL
preCS,3,2,g,0,summer15,RET,SL
preCS,4,2,g,0,summer15,RET,SL
preCS,5,2,g,0,summer15,RET,SL
preCS,6,2,g,0,summer15,RET,SL
preCS,7,2,g,0,summer15,RET,SL
preCS,8,2,g,2,summer15,RET,SL
CS1,1,2,g,0,summer15,RET,SL
CS1,2,2,g,0,summer15,RET,SL
CS1,3,2,g,2,summer15,RET,SL
CS1,4,2,g,0,summer15,RET,SL
CS1,5,2,g,0,summer15,RET,SL
CS1,6,2,g,0,summer15,RET,SL
CS1,7,2,g,0,summer15,RET,SL
CS1,8,2,g,0,summer15,RET,SL
CS2,1,2,g,0,summer15,RET,SL
CS2,2,2,g,0,summer15,RET,SL
CS2,3,2,g,3,summer15,RET,SL
CS2,4,2,g,0,summer15,RET,SL
CS2,5,2,g,0,summer15,RET,SL
CS2,6,2,g,0,summer15,RET,SL
CS2,7,2,g,0,summer15,RET,SL
CS2,8,2,g,0,summer15,RET,SL
preCS,1,3,g,2,summer15,RET,SL
preCS,2,3,g,0,summer15,RET,SL
preCS,3,3,g,0,summer15,RET,SL
preCS,4,3,g,0,summer15,RET,SL
preCS,5,3,g,0,summer15,RET,SL
preCS,6,3,g,0,summer15,RET,SL
preCS,7,3,g,0,summer15,RET,SL
preCS,8,3,g,0,summer15,RET,SL
CS1,1,3,g,1,summer15,RET,SL
CS1,2,3,g,0,summer15,RET,SL
CS1,3,3,g,0,summer15,RET,SL
CS1,4,3,g,0,summer15,RET,SL
CS1,5,3,g,0,summer15,RET,SL
CS1,6,3,g,0,summer15,RET,SL
CS1,7,3,g,0,summer15,RET,SL
CS1,8,3,g,0,summer15,RET,SL
CS2,1,3,g,0,summer15,RET,SL
CS2,2,3,g,0,summer15,RET,SL
CS2,3,3,g,2,summer15,RET,SL
CS2,4,3,g,0,summer15,RET,SL
CS2,5,3,g,0,summer15,RET,SL
CS2,6,3,g,0,summer15,RET,SL
CS2,7,3,g,0,summer15,RET,SL
CS2,8,3,g,0,summer15,RET,SL
preCS,1,4,g,0,summer15,RET,SL
preCS,2,4,g,0,summer15,RET,SL
preCS,3,4,g,0,summer15,RET,SL
preCS,4,4,g,0,summer15,RET,SL
preCS,5,4,g,0,summer15,RET,SL
preCS,6,4,g,0,summer15,RET,SL
preCS,7,4,g,0,summer15,RET,SL
preCS,8,4,g,0,summer15,RET,SL
CS1,1,4,g,0,summer15,RET,SL
CS1,2,4,g,0,summer15,RET,SL
CS1,3,4,g,0,summer15,RET,SL
CS1,4,4,g,0,summer15,RET,SL
CS1,5,4,g,0,summer15,RET,SL
CS1,6,4,g,0,summer15,RET,SL
CS1,7,4,g,0,summer15,RET,SL
CS1,8,4,g,0,summer15,RET,SL
CS2,1,4,g,0,summer15,RET,SL
CS2,2,4,g,1,summer15,RET,SL
CS2,3,4,g,0,summer15,RET,SL
CS2,4,4,g,0,summer15,RET,SL
CS2,5,4,g,0,summer15,RET,SL
CS2,6,4,g,0,summer15,RET,SL
CS2,7,4,g,0,summer15,RET,SL
CS2,8,4,g,0,summer15,RET,SL
preCS,1,5,g,0,summer15,RET,SL
preCS,2,5,g,0,summer15,RET,SL
preCS,3,5,g,0,summer15,RET,SL
preCS,4,5,g,0,summer15,RET,SL
preCS,5,5,g,0,summer15,RET,SL
preCS,6,5,g,0,summer15,RET,SL
preCS,7,5,g,0,summer15,RET,SL
preCS,8,5,g,0,summer15,RET,SL
CS1,1,5,g,0,summer15,RET,SL
CS1,2,5,g,0,summer15,RET,SL
CS1,3,5,g,0,summer15,RET,SL
CS1,4,5,g,0,summer15,RET,SL
CS1,5,5,g,0,summer15,RET,SL
CS1,6,5,g,0,summer15,RET,SL
CS1,7,5,g,0,summer15,RET,SL
CS1,8,5,g,0,summer15,RET,SL
CS2,1,5,g,0,summer15,RET,SL
CS2,2,5,g,0,summer15,RET,SL
CS2,3,5,g,0,summer15,RET,SL
CS2,4,5,g,0,summer15,RET,SL
CS2,5,5,g,0,summer15,RET,SL
CS2,6,5,g,0,summer15,RET,SL
CS2,7,5,g,0,summer15,RET,SL
CS2,8,5,g,0,summer15,RET,SL
preCS,1,6,g,0,summer15,RET,SL
preCS,2,6,g,0,summer15,RET,SL
preCS,3,6,g,0,summer15,RET,SL
preCS,4,6,g,0,summer15,RET,SL
preCS,5,6,g,0,summer15,RET,SL
preCS,6,6,g,0,summer15,RET,SL
preCS,7,6,g,0,summer15,RET,SL
preCS,8,6,g,0,summer15,RET,SL
CS1,1,6,g,0,summer15,RET,SL
CS1,2,6,g,1,summer15,RET,SL
CS1,3,6,g,1,summer15,RET,SL
CS1,4,6,g,0,summer15,RET,SL
CS1,5,6,g,0,summer15,RET,SL
CS1,6,6,g,0,summer15,RET,SL
CS1,7,6,g,0,summer15,RET,SL
CS1,8,6,g,0,summer15,RET,SL
CS2,1,6,g,0,summer15,RET,SL
CS2,2,6,g,4,summer15,RET,SL
CS2,3,6,g,2,summer15,RET,SL
CS2,4,6,g,2,summer15,RET,SL
CS2,5,6,g,0,summer15,RET,SL
CS2,6,6,g,0,summer15,RET,SL
CS2,7,6,g,0,summer15,RET,SL
CS2,8,6,g,0,summer15,RET,SL
preCS,1,7,g,0,summer15,RET,SL
preCS,2,7,g,0,summer15,RET,SL
preCS,3,7,g,0,summer15,RET,SL
preCS,4,7,g,0,summer15,RET,SL
preCS,5,7,g,3,summer15,RET,SL
preCS,6,7,g,3,summer15,RET,SL
preCS,7,7,g,0,summer15,RET,SL
preCS,8,7,g,0,summer15,RET,SL
CS1,1,7,g,2,summer15,RET,SL
CS1,2,7,g,0,summer15,RET,SL
CS1,3,7,g,0,summer15,RET,SL
CS1,4,7,g,3,summer15,RET,SL
CS1,5,7,g,0,summer15,RET,SL
CS1,6,7,g,2,summer15,RET,SL
CS1,7,7,g,0,summer15,RET,SL
CS1,8,7,g,0,summer15,RET,SL
CS2,1,7,g,0,summer15,RET,SL
CS2,2,7,g,0,summer15,RET,SL
CS2,3,7,g,0,summer15,RET,SL
CS2,4,7,g,0,summer15,RET,SL
CS2,5,7,g,0,summer15,RET,SL
CS2,6,7,g,0,summer15,RET,SL
CS2,7,7,g,0,summer15,RET,SL
CS2,8,7,g,0,summer15,RET,SL
preCS,1,8,g,0,summer15,RET,SL
preCS,2,8,g,0,summer15,RET,SL
preCS,3,8,g,0,summer15,RET,SL
preCS,4,8,g,0,summer15,RET,SL
preCS,5,8,g,0,summer15,RET,SL
preCS,6,8,g,0,summer15,RET,SL
preCS,7,8,g,0,summer15,RET,SL
preCS,8,8,g,2,summer15,RET,SL
CS1,1,8,g,2,summer15,RET,SL
CS1,2,8,g,0,summer15,RET,SL
CS1,3,8,g,0,summer15,RET,SL
CS1,4,8,g,0,summer15,RET,SL
CS1,5,8,g,0,summer15,RET,SL
CS1,6,8,g,0,summer15,RET,SL
CS1,7,8,g,3,summer15,RET,SL
CS1,8,8,g,0,summer15,RET,SL
CS2,1,8,g,0,summer15,RET,SL
CS2,2,8,g,2,summer15,RET,SL
CS2,3,8,g,3,summer15,RET,SL
CS2,4,8,g,0,summer15,RET,SL
CS2,5,8,g,0,summer15,RET,SL
CS2,6,8,g,0,summer15,RET,SL
CS2,7,8,g,3,summer15,RET,SL
CS2,8,8,g,0,summer15,RET,SL
preCS,1,9,g,4,summer15,RET,SL
preCS,2,9,g,0,summer15,RET,SL
preCS,3,9,g,0,summer15,RET,SL
preCS,4,9,g,0,summer15,RET,SL
preCS,5,9,g,0,summer15,RET,SL
preCS,6,9,g,0,summer15,RET,SL
preCS,7,9,g,0,summer15,RET,SL
preCS,8,9,g,0,summer15,RET,SL
CS1,1,9,g,1,summer15,RET,SL
CS1,2,9,g,2,summer15,RET,SL
CS1,3,9,g,0,summer15,RET,SL
CS1,4,9,g,2,summer15,RET,SL
CS1,5,9,g,0,summer15,RET,SL
CS1,6,9,g,0,summer15,RET,SL
CS1,7,9,g,3,summer15,RET,SL
CS1,8,9,g,0,summer15,RET,SL
CS2,1,9,g,2,summer15,RET,SL
CS2,2,9,g,0,summer15,RET,SL
CS2,3,9,g,0,summer15,RET,SL
CS2,4,9,g,2,summer15,RET,SL
CS2,5,9,g,3,summer15,RET,SL
CS2,6,9,g,0,summer15,RET,SL
CS2,7,9,g,3,summer15,RET,SL
CS2,8,9,g,0,summer15,RET,SL
preCS,1,10,g,0,summer15,RET,SL
preCS,2,10,g,0,summer15,RET,SL
preCS,3,10,g,0,summer15,RET,SL
preCS,4,10,g,0,summer15,RET,SL
preCS,5,10,g,0,summer15,RET,SL
preCS,6,10,g,0,summer15,RET,SL
preCS,7,10,g,0,summer15,RET,SL
preCS,8,10,g,0,summer15,RET,SL
CS1,1,10,g,2,summer15,RET,SL
CS1,2,10,g,0,summer15,RET,SL
CS1,3,10,g,0,summer15,RET,SL
CS1,4,10,g,2,summer15,RET,SL
CS1,5,10,g,2,summer15,RET,SL
CS1,6,10,g,0,summer15,RET,SL
CS1,7,10,g,1,summer15,RET,SL
CS1,8,10,g,0,summer15,RET,SL
CS2,1,10,g,2,summer15,RET,SL
CS2,2,10,g,4,summer15,RET,SL
CS2,3,10,g,0,summer15,RET,SL
CS2,4,10,g,3,summer15,RET,SL
CS2,5,10,g,3,summer15,RET,SL
CS2,6,10,g,0,summer15,RET,SL
CS2,7,10,g,4,summer15,RET,SL
CS2,8,10,g,0,summer15,RET,SL
preCS,1,11,g,0,summer15,RET,SL
preCS,2,11,g,0,summer15,RET,SL
preCS,3,11,g,0,summer15,RET,SL
preCS,4,11,g,0,summer15,RET,SL
preCS,5,11,g,0,summer15,RET,SL
preCS,6,11,g,0,summer15,RET,SL
preCS,7,11,g,0,summer15,RET,SL
preCS,8,11,g,0,summer15,RET,SL
CS1,1,11,g,0,summer15,RET,SL
CS1,2,11,g,2,summer15,RET,SL
CS1,3,11,g,2,summer15,RET,SL
CS1,4,11,g,2,summer15,RET,SL
CS1,5,11,g,0,summer15,RET,SL
CS1,6,11,g,2,summer15,RET,SL
CS1,7,11,g,4,summer15,RET,SL
CS1,8,11,g,0,summer15,RET,SL
CS2,1,11,g,0,summer15,RET,SL
CS2,2,11,g,4,summer15,RET,SL
CS2,3,11,g,4,summer15,RET,SL
CS2,4,11,g,2,summer15,RET,SL
CS2,5,11,g,0,summer15,RET,SL
CS2,6,11,g,2,summer15,RET,SL
CS2,7,11,g,2,summer15,RET,SL
CS2,8,11,g,0,summer15,RET,SL
preCS,1,12,g,0,summer15,RET,SL
preCS,2,12,g,0,summer15,RET,SL
preCS,3,12,g,2,summer15,RET,SL
preCS,4,12,g,0,summer15,RET,SL
preCS,5,12,g,0,summer15,RET,SL
preCS,6,12,g,0,summer15,RET,SL
preCS,7,12,g,0,summer15,RET,SL
preCS,8,12,g,0,summer15,RET,SL
CS1,1,12,g,2,summer15,RET,SL
CS1,2,12,g,3,summer15,RET,SL
CS1,3,12,g,3,summer15,RET,SL
CS1,4,12,g,4,summer15,RET,SL
CS1,5,12,g,0,summer15,RET,SL
CS1,6,12,g,0,summer15,RET,SL
CS1,7,12,g,0,summer15,RET,SL
CS1,8,12,g,3,summer15,RET,SL
CS2,1,12,g,3,summer15,RET,SL
CS2,2,12,g,3,summer15,RET,SL
CS2,3,12,g,2,summer15,RET,SL
CS2,4,12,g,4,summer15,RET,SL
CS2,5,12,g,2,summer15,RET,SL
CS2,6,12,g,0,summer15,RET,SL
CS2,7,12,g,1,summer15,RET,SL
CS2,8,12,g,3,summer15,RET,SL
preCS,1,1,h,0,summer15,RET,SL
preCS,2,1,h,0,summer15,RET,SL
preCS,3,1,h,0,summer15,RET,SL
preCS,4,1,h,0,summer15,RET,SL
preCS,5,1,h,2,summer15,RET,SL
preCS,6,1,h,0,summer15,RET,SL
preCS,7,1,h,0,summer15,RET,SL
preCS,8,1,h,0,summer15,RET,SL
CS1,1,1,h,0,summer15,RET,SL
CS1,2,1,h,0,summer15,RET,SL
CS1,3,1,h,0,summer15,RET,SL
CS1,4,1,h,0,summer15,RET,SL
CS1,5,1,h,3,summer15,RET,SL
CS1,6,1,h,0,summer15,RET,SL
CS1,7,1,h,0,summer15,RET,SL
CS1,8,1,h,0,summer15,RET,SL
CS2,1,1,h,0,summer15,RET,SL
CS2,2,1,h,0,summer15,RET,SL
CS2,3,1,h,0,summer15,RET,SL
CS2,4,1,h,0,summer15,RET,SL
CS2,5,1,h,0,summer15,RET,SL
CS2,6,1,h,0,summer15,RET,SL
CS2,7,1,h,0,summer15,RET,SL
CS2,8,1,h,0,summer15,RET,SL
preCS,1,2,h,0,summer15,RET,SL
preCS,2,2,h,0,summer15,RET,SL
preCS,3,2,h,0,summer15,RET,SL
preCS,4,2,h,0,summer15,RET,SL
preCS,5,2,h,0,summer15,RET,SL
preCS,6,2,h,1,summer15,RET,SL
preCS,7,2,h,2,summer15,RET,SL
preCS,8,2,h,0,summer15,RET,SL
CS1,1,2,h,0,summer15,RET,SL
CS1,2,2,h,0,summer15,RET,SL
CS1,3,2,h,0,summer15,RET,SL
CS1,4,2,h,0,summer15,RET,SL
CS1,5,2,h,0,summer15,RET,SL
CS1,6,2,h,0,summer15,RET,SL
CS1,7,2,h,0,summer15,RET,SL
CS1,8,2,h,0,summer15,RET,SL
CS2,1,2,h,0,summer15,RET,SL
CS2,2,2,h,0,summer15,RET,SL
CS2,3,2,h,0,summer15,RET,SL
CS2,4,2,h,0,summer15,RET,SL
CS2,5,2,h,0,summer15,RET,SL
CS2,6,2,h,0,summer15,RET,SL
CS2,7,2,h,0,summer15,RET,SL
CS2,8,2,h,0,summer15,RET,SL
preCS,1,3,h,0,summer15,RET,SL
preCS,2,3,h,0,summer15,RET,SL
preCS,3,3,h,0,summer15,RET,SL
preCS,4,3,h,0,summer15,RET,SL
preCS,5,3,h,1,summer15,RET,SL
preCS,6,3,h,0,summer15,RET,SL
preCS,7,3,h,1,summer15,RET,SL
preCS,8,3,h,0,summer15,RET,SL
CS1,1,3,h,0,summer15,RET,SL
CS1,2,3,h,0,summer15,RET,SL
CS1,3,3,h,0,summer15,RET,SL
CS1,4,3,h,1,summer15,RET,SL
CS1,5,3,h,4,summer15,RET,SL
CS1,6,3,h,0,summer15,RET,SL
CS1,7,3,h,2,summer15,RET,SL
CS1,8,3,h,0,summer15,RET,SL
CS2,1,3,h,0,summer15,RET,SL
CS2,2,3,h,1,summer15,RET,SL
CS2,3,3,h,0,summer15,RET,SL
CS2,4,3,h,1,summer15,RET,SL
CS2,5,3,h,3,summer15,RET,SL
CS2,6,3,h,0,summer15,RET,SL
CS2,7,3,h,3,summer15,RET,SL
CS2,8,3,h,0,summer15,RET,SL
